id,lat,long
0,39.92798338338105,116.31982236334429
1,39.93100315178193,116.31976812302548
2,39.93109777415762,116.31976551532222
3,39.931097401628584,116.31959210305494
4,39.92679878905711,116.31966623633355
5,39.922238102307276,116.31959117173234
6,39.9221183342215,116.31959210305494
7,39.92211069737622,116.3197897297097
8,39.921639075613896,116.328380621859
9,39.921629762387944,116.3285396917583
10,39.921505151424675,116.32855291653915
11,39.916902555158046,116.32850839931909
12,39.91272724969821,116.32844935346654
13,39.91160668235138,116.32842588413713
14,39.911051427819984,116.32842476655001
15,39.91031028129854,116.32851752628052
16,39.91006180443008,116.32858048368797
17,39.90980494565826,116.32867566485723
18,39.90901127254243,116.32902900864994
19,39.90859646145842,116.32916609933599
20,39.90822598132996,116.3292569964213
21,39.9078877249633,116.32929462185416
22,39.90699589044591,116.32931734612548
23,39.90676268726802,116.32937769582966
24,39.90653637587733,116.32951255134148
25,39.906400961571954,116.32966342560195
26,39.90627188026023,116.32984484724354
27,39.90617371885867,116.33010189227987
28,39.906121564793324,116.33039525889744
29,39.90603457926291,116.33587367093281
30,39.90588798908639,116.33667218692614
31,39.90588146982822,116.33758506933417
32,39.90384038322807,116.33702348180913
33,39.902671014577244,116.33673812456588
34,39.90177843500179,116.33652038134308
35,39.901677293367925,116.33648908890387
36,39.90126248228392,116.33638180054088
37,39.900453535477524,116.3361743018666
38,39.899580327412046,116.33606664097458
39,39.89920072032215,116.33605341619372
40,39.89796262006378,116.336129225853
41,39.896482934724155,116.33620708442197
42,39.89608730888562,116.33630766726228
43,39.896110219421466,116.33698939540213
44,39.89618360764199,116.33826363097721
45,39.89621825284254,116.33886135381896
46,39.89637862659347,116.33964012577326
47,39.896417928407,116.34028199330602
48,39.89642854548458,116.34083296375348
49,39.89641327179402,116.34137108194912
50,39.89624414361069,116.34169928003175
51,39.896132757428276,116.34187995661527
52,39.89597014850311,116.34205541779225
53,39.89580102031978,116.3421487363163
54,39.89559743320042,116.34220889975597
55,39.89488627526655,116.34226235767295
56,39.89414289357087,116.34226142635036
57,39.89363308758214,116.34232457002233
58,39.892985259584755,116.34247004261174
59,39.89210683611274,116.34243316223696
60,39.891304967358074,116.34243502488215
61,39.88916851332415,116.34255199900014
62,39.88818727183761,116.34256000837445
63,39.88524652761027,116.34258645793616
64,39.88433215508607,116.34255777320023
65,39.88168626759245,116.34260117283317
66,39.879750792974626,116.34272932282231
67,39.87655337623998,116.34300685695574
68,39.875926223604225,116.34305211923387
69,39.875479561287456,116.34309663645394
70,39.875317697420364,116.34310278318307
71,39.874693897545946,116.34307707867944
72,39.87424984293244,116.34309570513135
73,39.87390748874636,116.34307149074387
74,39.871521626521385,116.34272913655778
75,39.870430675233095,116.3426130937624
76,39.86947159922432,116.34254492094841
77,39.86895676409357,116.34264550378872
78,39.8685823724102,116.3428025247783
79,39.86824635121777,116.34300313166536
80,39.86786655786335,116.3433890717489
81,39.86755884887782,116.34384132200125
82,39.86732117535147,116.34436956817737
83,39.86716154665861,116.34497213389662
84,39.867078845212134,116.34564119604919
85,39.86699316353336,116.34885519032602
86,39.866938774293786,116.35090298244886
87,39.8670296713791,116.35259147031437
88,39.86709467769626,116.35332553878409
89,39.86723977775662,116.35467092740545
90,39.867526252586984,116.35651494614442
91,39.86798762980076,116.35955739079917
92,39.86840337220736,116.36265403842897
93,39.86849855337661,116.36382843622182
94,39.868791361200614,116.36760923343023
95,39.86890684520245,116.36945176205303
96,39.86963662958823,116.37972313269354
97,39.8696910188278,116.38132128226731
98,39.86973423219623,116.38195700307094
99,39.869835560094614,116.3834486093398
100,39.870020893291105,116.38761907192213
101,39.87014531798985,116.39116443077842
102,39.87020883419086,116.39321334048837
103,39.87031332858607,116.39554313709311
104,39.87048301556296,116.39774981285072
105,39.87055808016415,116.4000410527
106,39.87075403043823,116.40697456315849
107,39.870769490393315,116.40754676776112
108,39.87078383276128,116.40809922832473
109,39.87077004918687,116.40848758984701
110,39.87072758087652,116.40883664955578
111,39.8706659273207,116.40913057496691
112,39.87056087413194,116.40941276571333
113,39.87041484274897,116.40972215107952
114,39.869813022087804,116.41113273228257
115,39.86973944760277,116.41136817063469
116,39.869680960543775,116.41166172351677
117,39.86964426643351,116.41200202879314
118,39.86964538402063,116.41258540926692
119,39.86973441846075,116.41396395297268
120,39.86977968073889,116.41490067723916
121,39.869807247887714,116.415235767109
122,39.86991025216677,116.4172129649791
123,39.8699407995479,116.41840207766896
124,39.86988603777929,116.419998178333
125,39.86953101760591,116.42696354002425
126,39.8694108769911,116.42934642201692
127,39.86922163223971,116.43003839470532
128,39.86915886109677,116.43098461846228
129,39.868991036765074,116.43261685444303
130,39.868976694397105,116.43284502847891
131,39.86881538932358,116.43297876640362
132,39.86860528294605,116.43306798710826
133,39.868493710499116,116.43308512344402
134,39.86715521366496,116.4328975550733
135,39.86712876410325,116.43301061763638
136,39.86770786049309,116.43308307453431
137,39.86770096870588,116.43679215990288
138,39.86756052525849,116.43678917967057
139,39.864819109614636,116.43678630907826
